No.;Time;Comment;Scramble;Date;P.1
1292;1.80;;U B U' R2 D' L' U2 F' U' B2 D L2 F2 R2 D2 L2 U' R2 D' R2;2023-01-26 19:33:37;1.80
1293;1.89;;F' U R' U2 L2 D2 L' D2 B2 L D2 R' D2 F2 U B' D2 L2 D2 R2 F;2023-01-26 19:33:40;1.89
1294;1.87;;U' L B2 U B2 U2 B2 L2 D' R2 D2 L2 B U2 R' D B L R' B';2023-01-26 19:33:42;1.87
1295;2.03;;U' L' R2 D' B2 U F2 U2 L2 R2 U F2 L2 F D2 L B R' U2 B;2023-01-26 19:33:45;2.03
1296;2.13;;B F2 U' R2 F2 U' F2 L2 U' L2 D L2 F L' F' R2 B R' D L U';2023-01-26 19:33:48;2.13
1297;2.05;;D U B2 F2 R2 D' R2 B2 D' B2 U2 B D' L2 U' L2 F L B';2023-01-26 19:33:51;2.05
1298;2.35;;L U2 B F2 R2 D2 F' U2 R2 F' D2 F' R2 D' U' R' F U L U' F2;2023-01-26 19:33:54;2.35
1299;1.99;;D L2 D R2 U2 L2 U' L2 U' R B' D F' D L' F2 D2 U F';2023-01-26 19:33:57;1.99
1300;1.80;;D' B' U2 B2 L' R2 U2 L2 U2 F2 R' D' L' U' L2 B2 F2 R';2023-01-26 19:34:00;1.80
1301;1.70;;B' F2 U F2 D L2 U' L2 B2 L2 U F2 U L F' U2 R U L2 B L2;2023-01-27 21:19:48;1.70
1302;1.83;;L' U' L D2 R2 B D' F' U' L2 B' L2 D2 B2 L2 D2 F D2 F' U2 R2;2023-01-27 21:19:51;1.83
1303;2.25;;R2 F' R2 F2 L2 B L2 U2 F' L2 F2 R' D' U2 R2 F' L R' B' F2 U';2023-01-27 21:19:54;2.25
1304;1.80;;L' D2 B2 D' R D2 F2 B L B2 L2 U2 R2 D' F2 R2 U R2 U2 R2 B2;2023-01-27 21:19:57;1.80
1305;3.27;;B2 R2 B' L2 B U2 F2 L2 B' L2 U2 R D' R2 B' L2 R' D F2 D2;2023-01-27 21:19:59;3.27
1306;2.19;;F L' F' L F U R U' R2 B2 D2 R2 U' R2 B2 L2 D2 L2 F' D;2023-01-27 21:20:05;2.19
1307;1.83;;R2 U' L2 U B2 R2 B2 F2 U' L2 D' F D U2 R2 D' L B L2 D';2023-01-27 21:20:09;1.83
1308;1.95;;F' R' U R F2 L' B2 F2 L2 D2 L' R2 D2 F2 B U L' D' U2 F L;2023-01-27 21:20:11;1.95
1309;1.96;;R2 U2 B' L2 F2 U2 F R2 U2 B D2 F U L B' F R2 B' U';2023-01-27 21:20:21;1.96
1310;1.83;;U2 L2 F2 R2 D' B2 U' L2 U L2 U' B2 R B2 D B' U F2 L;2023-01-27 21:20:25;1.83
1311;1.86;;D' B2 D R2 D L2 D2 U' F2 U' F2 R' B2 F L' F2 R2 B R' U';2023-01-28 21:16:57;1.86
1312;2.12;;U2 B2 D2 B2 U2 R F2 L2 D2 L D2 B2 U' F' U F2 D L2 U F U';2023-01-28 21:16:59;2.12
1313;1.96;;U2 F2 R' U' B2 U' R F L' D' R2 F2 D B2 U' L2 U2 R2 L2 F2;2023-01-28 21:17:02;1.96
1314;1.72;;R U L2 F2 L2 U2 L2 D' L2 D B2 L2 B F L' D2 F D' R' B;2023-01-28 21:17:05;1.72
1315;1.89;;F U' D' F R F2 D2 L' D' R F2 R L' B2 U2 L2 B2 R2 F2;2023-01-28 21:17:07;1.89
1316;2.02;;L F' L2 U' F2 D' L2 U' L2 F2 R2 D2 F U L2 U2 L' U2 B;2023-01-28 21:17:10;2.02
1317;1.76;;D R' B U2 F' D2 B2 R2 D2 R2 F' U2 F2 U2 R' B2 F D U' B' L;2023-01-28 21:17:13;1.76
1318;2.24;;B U B D2 R2 B' L2 F L2 U2 B2 U2 R2 D2 L' F R' D2 B' D U';2023-01-28 21:17:15;2.24
1319;2.16;;R2 U2 B' U2 R2 F U2 R2 B2 R2 B2 D L2 F' D' R' D' L U';2023-01-28 21:17:18;2.16
1320;1.96;;L F U2 B' L' U2 B2 U' F R2 U2 R2 F2 U2 B' D2 F2 U2 F D';2023-01-28 21:17:23;1.96
1321;2.12;;F' R F2 L2 D' L2 D U2 F2 D R2 D' B2 R' F' D' U2 B U2 R2;2023-01-30 09:47:31;2.12
1322;1.83;;U B2 U F' L' F U' L U2 F2 U2 L2 F2 B U2 R2 B R2 D2 R;2023-01-30 09:47:33;1.83
1323;1.90;;R2 B2 R' B2 U2 B2 D2 L' U2 R' B' L F' U B2 L' D' L B;2023-01-30 09:47:36;1.90
1324;1.76;;B D B F2 U2 R2 F' L2 R2 D2 L2 F2 L2 R F' L2 U' R' U R';2023-01-30 09:47:39;1.76
1325;2.53;;R' B2 R' F2 R' D2 R' F2 L' R2 B2 U2 B' F' U' R F' L' B' D R;2023-01-30 09:47:44;2.53
1326;1.76;;B U L D F' L F D2 F2 B L2 B D2 B' R2 D2 R2 F U';2023-01-30 09:47:47;1.76
1327;1.73;;R2 D' F2 L2 U2 R2 F2 U' R2 U' F' D2 U B2 F R D2 L D' R2;2023-01-30 09:47:50;1.73
1328;1.96;;R2 D2 F L2 U2 F2 R2 B' D2 F' L2 B R' F L' B F D' F2 U2 B;2023-01-30 09:47:52;1.96
1329;1.76;;F' R2 U2 F U2 L2 B2 R2 B U2 F R' D L' B' R2 U F L2 B2 F;2023-01-30 09:47:55;1.76
1330;1.76;;R U R' F' U2 L B' R B2 D2 R' U2 F2 R' F2 R B2 R D2 U' L';2023-01-30 09:47:58;1.76
1331;2.18;;B' U2 B' U2 F D2 B' L2 F R2 B2 D' F' R' D' B' R2 U B2 L R;2023-01-31 21:28:35;2.18
1332;2.02;;U2 B L' U' D' R' B' D' B' U2 B2 L U2 L' U2 B2 D2 R2 F2 L;2023-01-31 21:28:38;2.02
1333;2.31;;U R B2 L F' U' B' U' B2 R2 F2 L U2 R F2 L' U2 R' F2 L2 B;2023-01-31 21:28:40;2.31
1334;1.79;;R2 U2 R B2 R' D2 R B2 R' F2 R' F2 D' F R B' F R2 F R2;2023-01-31 21:28:44;1.79
1335;2.05;;R2 U' L2 B2 D' F2 L2 D B2 D2 F R D R' B' R' D2 U2 B2 R;2023-01-31 21:28:46;2.05
1336;1.73;;F2 U' L2 B2 U2 B2 U' F2 D' B2 U' L R' D U2 F2 U' B2 F' L B';2023-01-31 21:28:49;1.73
1337;2.28;;L U2 F2 L F2 L' B2 R B2 R2 F2 D2 B' D2 U F D F2 D2 U2 R';2023-01-31 21:28:52;2.28
1338;1.76;;U2 B2 R U2 B2 D B' R' U2 R2 F2 R2 U2 F R2 F' U2 F' D';2023-01-31 21:28:55;1.76
1339;1.85;;R' L D F U F2 U R2 B2 U2 F' U2 F R2 B2 U2 F D2 U' B;2023-01-31 21:28:57;1.85
1340;1.99;;R' D R' U' D L D B' U B2 R2 D B2 U R2 U2 D B2 U2 B';2023-01-31 21:29:00;1.99
1341;1.86;;F' D2 L' F' B' U2 D B' D R2 B2 R U2 R' D2 F2 B2 R U2 B2 L2;2023-02-01 17:42:37;1.86
1342;1.89;;F2 D2 U2 L2 B2 L' R2 B2 U2 L D2 L' D U L' F' D' B2 U' F2;2023-02-01 17:42:40;1.89
1343;1.72;;U2 R2 F2 D2 B D2 B U2 B2 R2 D' U L' U' B' L2 D2 U2 L';2023-02-01 17:42:42;1.72
1344;1.76;;B U B D R L U2 D B D2 R2 F2 R' B2 U2 L D2 L F2 B2 R2;2023-02-01 17:42:45;1.76
1345;1.89;;R' B D2 B2 R' F2 U2 R D' F U2 F2 L2 D2 L2 F' R2 F' B2 L2 D2;2023-02-01 17:42:47;1.89
1346;1.85;;B F2 L2 F L2 U2 B' U2 L2 B2 L R' F' L2 U' B D' L D R;2023-02-01 17:42:52;1.85
1347;2.05;;F R2 D2 R2 B D2 U2 R2 B U2 B2 L2 U L' B' L B2 U2 L D' F2;2023-02-01 17:42:54;2.05
1348;2.05;;R2 F' B2 D L D R D' L2 U' D2 R2 U2 B' R2 L2 B' D2 B' D2 B2;2023-02-01 17:42:57;2.05
1349;1.89;;D L' D' R2 B2 R2 U R B' D2 L' F2 L' B2 D2 L' D2 F2 B2 L2;2023-02-01 17:43:00;1.89
1350;1.89;;U2 F' U2 B D2 U2 B D2 U2 L2 B2 F2 D' L' U' L2 U R' D2 B' R2;2023-02-01 17:43:03;1.89
1351;1.83;;U2 L B2 R B U' L R2 F2 D' B2 L2 D F2 R2 D' B2 R2 D' R;2023-02-02 18:32:16;1.83
1352;1.74;;R U' B2 R B2 R' D2 L D2 R' U2 R D2 L U F D L B U F;2023-02-02 18:32:18;1.74
1353;2.51;;B U' B2 D R2 F2 D L2 U L2 B2 L2 U2 L' R' D B' L2 B' D' B';2023-02-02 18:32:21;2.51
1354;1.76;;U2 R B' D2 U2 B U2 B R2 B' F2 R2 D2 L' U2 B' D' F2 L2 D;2023-02-02 18:32:24;1.76
1355;1.89;;R' F' L' B2 R' F U' R2 F R2 F D2 F R2 D2 B U2 L' U';2023-02-02 18:32:28;1.89
1356;1.76;;U2 L2 B2 U2 L2 U2 L2 F2 U' L2 R2 U B' F U F' L2 R' B' F' U';2023-02-02 18:32:31;1.76
1357;1.99;;U B F2 U' R2 D' L2 U2 B2 D L2 D' B2 R F' U' B L U' F D2;2023-02-02 18:32:34;1.99
1358;2.05;;L2 B' R F2 D' F2 R2 F2 D U2 L2 U B2 D F' L U F R D' L2;2023-02-02 18:32:37;2.05
1359;1.90;;U2 L F' B2 L2 U2 B2 D' L2 U2 F2 U F2 D' R B' D2 R2 U2 F D';2023-02-02 18:32:39;1.90
1360;1.67;;F' U B' R' B L F' D' B2 L2 U2 R2 F U2 B' L2 B2 D2;2023-02-02 18:32:43;1.67
1361;1.88;;R L B' D F' U B' D' R U' B2 D F2 R2 F2 U2 L2 D' B2 R2 U;2023-02-03 19:58:53;1.88
1362;1.83;;R2 D B2 F2 D' R2 F2 L2 D2 R2 U2 L' U' L' F' L' B2 D' B U2;2023-02-03 19:58:56;1.83
1363;2.02;;D2 L B U D2 F L2 B L D L2 U' R2 U B2 R2 U B2 R2 D' R2;2023-02-03 19:58:59;2.02
1364;1.73;;F U F D' F2 D' L' U2 F B2 U2 R2 L2 U L2 F2 D B2 D' F2 U2;2023-02-03 19:59:01;1.73
1365;2.15;;L2 D B2 U L2 D2 U B2 F2 L2 B2 L' F' U' B R B2 D F' L2 R';2023-02-03 19:59:04;2.15
1366;1.73;;D B2 R' F' L B' D L U2 L2 U' L2 U F2 U B2 U L2 F2;2023-02-03 19:59:07;1.73
1367;1.92;;F' D B D' B2 D R' D2 B U R2 B2 U F2 D2 R2 D2 B2 U;2023-02-03 19:59:10;1.92
1368;1.86;;F' U2 F2 U' L2 F2 D' L2 U2 R2 F2 D' L R' U B R2 D' F L F';2023-02-03 19:59:14;1.86
1369;1.67;;B D U2 L U2 F2 R2 U2 F2 R' D2 L F' D L2 U B' U2 B';2023-02-03 19:59:17;1.67
1370;1.73;;L' U R F' U' L2 U' D2 R' F2 L2 D2 R2 U2 L F2 L B2 U;2023-02-03 19:59:21;1.73
1371;1.99;;B2 R2 F2 U2 B2 U' B2 L U B' F U F' R U L' U';2023-02-04 15:30:26;1.99
1372;1.70;;D' F2 D2 L2 R F2 D2 R' D2 U2 F2 U2 L' B L F D2 R U R;2023-02-04 15:30:30;1.70
1373;1.96;;B2 L2 U2 F U2 R2 U2 R2 B2 F U2 L U' R B L' B' U' F2 D2;2023-02-04 15:30:33;1.96
1374;1.86;;F2 L U' L2 D' B D2 R' U' B2 L2 D F2 L2 U2 R2 L2 D R2 U2 F';2023-02-04 15:30:36;1.86
1375;2.18;;B2 L D2 F2 L2 U2 L2 D' B2 D' R2 D B2 U' F U' R D L U R2;2023-02-04 15:30:39;2.18
1376;2.28;;F' U B2 D B' R U' L' F U2 R2 F2 U2 B' D2 L2 D2 B U';2023-02-04 15:30:42;2.28
1377;1.70;;F2 R' B L2 U2 F2 R2 B R2 D2 F R2 B L' U R B F L2 D B';2023-02-04 15:30:46;1.70
1378;1.79;;D' F2 B L' D2 L2 F2 D' R L2 D2 R2 F' D2 B' D2 F2 U2 R2 F';2023-02-04 15:30:48;1.79
1379;1.99;;B2 R' L U' B' U L2 U' F2 B2 R2 F2 U2 R D2 R2 B2 R B2 R';2023-02-04 15:30:51;1.99
1380;2.63;;F' R2 L' B' R2 D' L' U' F' R' D2 R F2 R2 F2 D2 L' F2 U2 B2;2023-02-04 15:30:55;2.63
1381;1.85;;B2 D' L2 D2 U B2 D L2 R2 D F2 B L' F' U2 F' D2 F2 U' F D';2023-02-05 12:56:46;1.85
1382;1.82;;B L2 D2 B2 F D2 R2 F L2 B2 R2 F U L2 U2 B' D' L' U F2 R2;2023-02-05 12:56:48;1.82
1383;1.79;;B U B2 L U2 B2 L2 F2 R' B2 D2 L2 D2 L' U' R2 U2 F2 U' F' D2;2023-02-05 12:56:52;1.79
1384;1.76;;U B U D' F' U' R' F2 L U' R2 B' U2 F2 U2 R2 F L2 B2 R2 D2;2023-02-05 12:56:55;1.76
1385;1.79;;B D' B L F' B' L U2 B' D2 B2 R2 U2 B2 L2 F U2 D2 R' B2;2023-02-05 12:56:59;1.79
1386;1.76;;U R' B' D F' U F2 U2 L F2 R2 U B2 R2 U2 L2 U' R2 D' R2 B2;2023-02-05 12:57:04;1.76
1387;2.08;;B' D' B' R2 D2 F R L B R2 F2 B2 D L2 D' F2 R2 D2 L2 U D;2023-02-05 12:57:06;2.08
1388;1.73;;B' D2 B' F2 R2 B D2 R2 D2 R2 F R2 U' L R' D2 L D' L2 U' B';2023-02-05 12:57:13;1.73
1389;1.92;;U2 L B' U2 D' F U L F' R2 U2 B2 R2 U2 R D2 R F2 D2 L F2;2023-02-05 12:57:20;1.92
1390;1.76;;U' B' R2 U B2 L2 D' L2 U' B2 F2 D' B2 F' D' U2 B D L' R';2023-02-05 12:57:22;1.76
1391;1.87;;F U' R' B D L2 F B' L' B L2 B2 U D2 F2 U' B2;2023-02-06 09:43:20;1.87
1392;2.89;;L' U' L2 B2 U2 R2 U' L2 F2 U' L2 B2 D B' R F' L2 U2 F' D U;2023-02-06 09:43:23;2.89
1393;2.34;;B2 D R2 U R2 B2 R2 D2 R2 D' B' L' B U B F L B' F;2023-02-06 09:43:26;2.34
1394;1.70;;B2 U B2 D2 L2 R2 F2 L2 D2 R2 F L B' L D R' D2 L' F2 R';2023-02-06 09:43:30;1.70
1395;1.76;;F2 R2 U' D2 R B' R2 U D2 F2 U' L2 B2 R2 D2 R' D';2023-02-06 09:43:32;1.76
1396;2.24;;U R2 U' L2 D F2 R2 B2 D2 L2 D' L2 R' U' B' R' B' L' F' D R';2023-02-06 09:43:35;2.24
1397;2.16;;D F' R2 U2 B2 D2 R2 U2 R2 U2 B' D' R U2 L' D L' R2 B2;2023-02-06 09:43:38;2.16
1398;3.34;;D2 L2 F D2 R2 F2 L2 B2 F' D2 F' U B U2 L D R2 B2 F2 U;2023-02-06 09:43:41;3.34
1399;2.64;;U F' L2 B D2 B2 R2 F L2 D2 L2 F D' R' B' U2 F' L2 B2 R2 D;2023-02-06 09:43:45;2.64
1400;1.70;;R' B2 L U2 L2 D' F R2 B2 R2 U2 F2 D2 B2 L2 D B2 U' L2 F;2023-02-06 09:43:48;1.70
1401;2.18;;U2 L2 U2 L2 D R2 F2 D U' B2 U F' D2 L D' U' F' R' U2 L2;2023-02-07 10:08:37;2.18
1402;1.83;;U2 L' U2 L U2 L2 F2 L' D2 U2 B' L D R B2 L2 B' U F2 U2;2023-02-07 10:08:42;1.83
1403;1.83;;U B2 U' B2 D2 F2 U L2 F2 U' F2 R2 B' L U B F R F D' B2;2023-02-07 10:08:45;1.83
1404;2.25;;F D2 R2 F' U2 R' B' U L F' R2 F U2 D2 B R2 F R2 F2 L2;2023-02-07 10:08:49;2.25
1405;2.70;;R U' L2 D' U' B2 U F2 R2 D F2 R2 B' D2 B' L B' D F2 L2 R2;2023-02-07 10:08:53;2.70
1406;1.86;;R2 F2 L' F2 L' U2 F2 U2 L U2 F2 L D B2 F D' U2 R' U2 F2 D2;2023-02-07 10:08:59;1.86
1407;1.83;;U2 R2 B2 U' F2 L2 B2 F2 U B2 U F' R D' R2 B2 R' D L' R2;2023-02-07 10:09:03;1.83
1408;2.02;;R' U' R2 F2 R' B2 D2 L2 U2 L D2 F2 L2 B2 U L2 U B D R' U';2023-02-07 10:09:06;2.02
1409;2.23;;R2 F2 D' L2 D F2 D2 B2 D' U F' L' D B2 U' B2 R D2 R U;2023-02-07 10:09:12;2.23
1410;2.44;;U2 R2 D2 L F2 U2 L D2 R2 U2 R2 F2 U' F L' B' U' L2 B2 U2 B';2023-02-07 10:09:19;2.44
1411;1.76;;F2 D2 B2 U2 L2 B D2 R2 B' R2 F' L' F' L2 U2 B' R' F2 U B' R;2023-02-08 20:18:51;1.76
1412;1.76;;B' D' L2 D B2 D R2 U2 B2 F2 L2 U2 R' B U R2 F' U' R2 B2;2023-02-08 20:18:54;1.76
1413;1.72;;L2 U' R2 F2 R2 U2 R2 D B2 D2 R' U' B2 F2 R B' U' B L2 R';2023-02-08 20:18:56;1.72
1414;2.24;;B2 U' B2 D2 F2 R2 U F2 D R2 U2 F' D B2 F' L U2 B' R' U' F;2023-02-08 20:18:59;2.24
1415;2.50;;R' F' U2 F2 L2 D2 B2 R2 F2 L2 F' U2 L R2 F2 D' B L R;2023-02-08 20:19:02;2.50
1416;2.40;;D' R2 F2 D R2 D F2 D L2 F2 R2 F2 L D2 F' U' B2 F2 R' D2 U2;2023-02-08 20:19:05;2.40
1417;1.80;;R' D' L2 D2 F R2 F2 U2 F' D2 L2 U2 R2 F' L' U F' D2 R' D2 L';2023-02-08 20:19:08;1.80
1418;1.92;;R F2 L' U L B R D2 R U R2 U2 L2 B2 D R2 U2 F2 D R2;2023-02-08 20:19:11;1.92
1419;2.15;;L B2 U F2 D' R D' L' F U' B2 D L2 F2 D L2 B2 U' B2 U' L2;2023-02-08 20:19:21;2.15
1420;1.92;;F2 R2 B2 U' F2 U B2 F2 U2 B2 U2 L2 F' L R' F2 D' F' L2 B2 D2;2023-02-08 20:19:24;1.92
1421;2.37;;D F' L' B' L D B F2 U' B2 U B2 D F2 D2 L2 D2 R2 F2 L;2023-02-10 21:37:48;2.37
1422;1.86;;U F2 L2 R2 F' D2 B' L2 U2 F D2 R' D2 R2 F2 U' F R2 B';2023-02-10 21:37:51;1.86
1423;3.11;;B L2 D2 F2 R2 F' U2 R2 F U2 F D' R F' L' D' U2 F2 L U2 R2;2023-02-10 21:37:53;3.11
1424;2.08;;B2 D' F2 U' B2 D B2 F2 D' B' L2 F' L F2 R U F2 U F';2023-02-10 21:37:57;2.08
1425;2.76;;U R2 D' F' R2 L' U R L2 B R2 L2 F' D2 R2 F2 B L2 F U2;2023-02-10 21:38:00;2.76
1426;1.92;;U R2 B' R' U' R' D R L' U B2 U' F2 B2 R2 D2 R2 U' D' F2;2023-02-10 21:38:03;1.92
1427;2.18;;L' R' D2 L F2 D2 R F2 U2 B2 D2 B D2 U' F L' B R' B' L' U';2023-02-10 21:38:06;2.18
1428;1.83;;R' B U2 F' U2 R2 U2 F2 L2 B L2 F L' B R F' U' L B2 L;2023-02-10 21:38:11;1.83
1429;2.21;;D B2 D' B2 D L2 F2 L2 U' L2 U' B U' L R2 F2 U' R' B U;2023-02-10 21:38:14;2.21
1430;2.24;;U2 R L2 D B2 D L2 B2 D R2 D2 U' R2 U2 B' F D R B F D;2023-02-10 21:38:18;2.24
1431;1.90;;F D' F D2 B' D' F2 R U' R2 F2 D2 L2 U' L2 U' F2 D' L2 F2;2023-02-11 12:19:18;1.90
1432;3.08;;L U2 L' R2 F2 D2 B2 D2 R' F2 R F D2 R' B D U2 L2 D U2;2023-02-11 12:19:21;3.08
1433;2.38;;D' B L F U' B R D L' B R2 F2 U2 R2 L2 D' L2 U' B2 U D;2023-02-11 12:19:25;2.38
1434;2.80;;D' B2 D R D2 L F2 B' D' F D L2 F2 L2 D' L2 U2 D F2 B2 R2;2023-02-11 12:19:28;2.80
1435;2.06;;B D' B2 U' L2 D U2 R2 U L' F' D L2 D2 B2 F L' B;2023-02-11 12:19:41;2.06
1436;2.15;;U' R2 D2 B' F2 D2 F D2 R2 B L2 F' D2 R' B' L' B2 F' U F D';2023-02-11 12:19:44;2.15
1437;3.02;;B2 D U2 R2 U F2 D R2 B2 L2 D F R2 D R B' U' B L' U2 L';2023-02-11 12:19:47;3.02
1438;1.96;;R' L2 U' R2 B2 D' F2 U' F2 U F2 U' L' F' L U2 R2 U2 B' R2;2023-02-11 12:19:52;1.96
1439;2.32;;D' R L2 D L2 U R2 D' L2 U2 R2 B2 D F U' F2 U' L2 B' U2;2023-02-11 12:19:55;2.32
1440;2.19;;F L D' B2 U' F' U2 R' F U2 D2 L2 D2 B' U2 F D2 F' D2 L2;2023-02-11 12:20:00;2.19
1441;1.89;;B2 R2 U B2 R2 U' L2 R2 U' F2 U' L' D L F' R' B' L R' D' U;2023-02-12 10:52:58;1.89
1442;2.70;;U B' U2 F D2 L2 U2 F2 D2 F' R2 F U2 L F2 D B D2 R' U' B2;2023-02-12 10:53:00;2.70
1443;2.12;;U' F2 B' L F2 L2 F D L U' F2 D F2 D' F2 L2 U' B2 R2;2023-02-12 10:53:04;2.12
1444;2.02;;L2 B D2 F2 R2 F2 L2 F2 D2 U' F2 L2 U' F D' L U R U' L2 U';2023-02-12 10:53:07;2.02
1445;2.12;;B' R2 D' R2 D2 F U R2 L2 F2 L D2 B2 D2 L F2 R' D2 B D';2023-02-12 10:53:10;2.12
1446;1.83;;U' F' R' U' D L B2 D F L2 B D2 F R2 B R2 F2 R2 B;2023-02-12 10:53:15;1.83
1447;2.18;;D L2 U R2 D' F2 D B2 R2 D2 L2 D2 F' R D' U' L' D' F2 L' F2;2023-02-12 10:53:17;2.18
1448;1.89;;R' D L2 B U2 L2 F' L2 B2 U2 B D2 U2 B L' F2 R' F2 R B' D;2023-02-12 10:53:20;1.89
1449;1.92;;F D2 F2 U2 B' U2 R2 F U2 F' D2 R' F' L D L B U2 R' U';2023-02-12 10:53:30;1.92
1450;1.83;;U2 R B2 F2 R' D2 R B2 U2 R B2 D' B' R D2 B2 D' F' U' F2;2023-02-12 10:53:32;1.83
1451;1.83;;R2 U2 L' F2 L' U2 L' U2 R2 D2 R' B2 D B2 F L B2 R' D2 F';2023-02-13 12:51:32;1.83
1452;1.99;;B2 U2 R' F2 R' D2 R' D2 F2 U2 R2 U L B2 R B R U2 L2;2023-02-13 12:51:43;1.99
1453;2.15;;B' U B L2 F U' R U' B L2 B2 L B2 D2 L F2 R' F2 R2;2023-02-13 12:51:46;2.15
1454;2.18;;R' B F2 R2 U R2 D2 B2 L2 F2 L2 D' L2 U2 B' D' F R2 D L' F;2023-02-13 12:51:50;2.18
1455;2.46;;L' U R2 D L2 F2 L2 B2 U2 L' B' D R2 F2 D U R U2;2023-02-13 12:51:53;2.46
1456;1.86;;R2 U2 L2 B2 L2 B2 U B2 R2 U' R2 D F' L2 D U' F2 L' B' L2;2023-02-13 12:51:56;1.86
1457;2.12;;R U2 F' B' R' U' F' D' R2 L2 F' L2 F2 B' R2 F' U2 F' D2 F2 D';2023-02-13 12:51:59;2.12
1458;1.70;;B' L2 U' F' R F' R' L' B L2 U F2 U' B2 L2 B2 U B2 D2 F2 L2;2023-02-13 12:52:02;1.70
1459;1.99;;D' R F B2 L D L U2 F2 L2 U' R2 F2 U' L2 D' B2 L2 U;2023-02-13 12:52:05;1.99
1460;1.92;;L2 F' R2 D2 L2 B L2 D2 F' D2 B' F' L' B' U' F2 L2 R' B' U' R;2023-02-13 12:52:14;1.92
1461;1.93;;D' R2 F2 U2 F2 D' B2 U B2 R2 D' B R' U2 B U B F U L;2023-02-14 13:05:10;1.93
1462;2.41;;L' F D2 B' L2 U2 B' L2 F L2 B' R2 F' D F2 U B' D2 L F2 L;2023-02-14 13:05:14;2.41
1463;2.48;;L2 B2 L2 U' F2 D R2 D U L2 U' B L D' U F' R2 D2 U F2;2023-02-14 13:05:17;2.48
1464;2.16;;R' L2 B2 D2 F2 D' R2 F2 U F2 D2 L' B' D' F' L' B' U R;2023-02-14 13:05:22;2.16
1465;2.09;;L2 U' L' B2 R' D' R F' U2 L2 D2 R2 L2 B' L2 F2 D2 R2 B' R' F2;2023-02-14 13:05:25;2.09
1466;2.64;;R2 D' L2 B2 R' D2 F2 U2 R F2 R F2 B' L2 D R U2 F U;2023-02-14 13:05:27;2.64
1467;2.67;;B' D B2 U2 L2 U2 L' D2 B2 L' B2 U2 R' U2 F' D' R' D' R';2023-02-14 13:05:31;2.67
1468;2.03;;R' D' B L2 D2 B D2 F' D2 F L2 F U2 R' F2 L' R2 U L' B;2023-02-14 13:05:36;2.03
1469;2.19;;B' D F' D L2 F' R' U2 R2 D2 B R2 D2 F L2 D2 B' L2 U' L;2023-02-14 13:05:39;2.19
1470;2.15;;D2 R2 D2 R U2 F2 L B2 U2 B2 F2 R' U' L B' F' D' R2 D' U';2023-02-14 13:05:45;2.15
1471;2.12;;U F U' F2 U L2 B2 L2 U2 L2 D B2 U' L U2 B D B U2 F2 L2;2023-02-15 14:31:17;2.12
1472;1.86;;D' B U B2 L2 D2 B2 L2 U' L2 B2 U' F2 R' U2 L F' L' B2 R;2023-02-15 14:31:21;1.86
1473;1.64;;L F U2 F R2 D2 F D2 F D2 F2 L2 B' D' L2 R U F2 D B R';2023-02-15 14:31:23;1.64
1474;1.83;;D B2 R F2 R2 U2 L2 D2 L' B2 R B2 D' L' D B' U R2 F R';2023-02-15 14:31:26;1.83
